compound,RT..min.,m.z.meas.,M.meas.,Ions,MS.MS,Name,Molecular.Formula,Annotations,AQ,Annotation.Source,Boxplot,Flags,Include,Avatar_F8,Avatar_F9,Avatar_F10,Avatar_F11,Desiree_F8,Desiree_F9,Desiree_F10,Desiree_F11,Seresta_F8,Seresta_F9,Seresta_F10,Seresta_F11
172,17.26,112.98559,113.99287,[M-H]-,TRUE,,C4H2O4,"SmartFormula - mzdev: -0.0025 mSigma: 18.63, ",20100,NA,4616,[],TRUE,5234,5658,4540,5098,5268,4214,4600,4616,5606,4576,5340,4532
173,11.61,112.98562,113.99289,[M-H]-,TRUE,,C4H2O4,"SmartFormula - mzdev: -0.0024 mSigma: Infinity, ",20000,NA,4282,[],TRUE,3562,4516,3964,3748,4320,3754,4282,4698,4906,3846,4784,4306
174,15.18,112.98562,113.9929,[M-H]-,TRUE,,C4H2O4,"SmartFormula - mzdev: -0.0024 mSigma: Infinity, ",20000,NA,3304,[],TRUE,3124,3304,3082,3156,3026,3324,3714,3648,3298,3538,5130,3830
175,0.11,112.98563,113.9929,[M-H]-,FALSE,,C4H2O4,"SmartFormula - mzdev: -0.0024 mSigma: 11.60, ",20200,NA,129990,[],TRUE,113074,129076,125206,133225,130952,132695,129821,131915,135263,129990,134302,128900
176,4.99,112.98563,113.99291,[M-H]-,TRUE,,C4H2O4,"SmartFormula - mzdev: -0.0024 mSigma: Infinity, ",20000,NA,2390,[],TRUE,1666,2898,2772,2918,2122,2390,2260,2632,2178,2282,2756,2494
177,6.39,112.98563,113.99291,[M-H]-,TRUE,,C4H2O4,"SmartFormula - mzdev: -0.0024 mSigma: 10.11, ",20200,NA,1916,[],TRUE,1438,764,3412,2802,1618,1214,2898,3322,1632,1658,4128,3346
178,6.84,112.98563,113.9929,[M-H]-,TRUE,,C4H2O4,"SmartFormula - mzdev: -0.0024 mSigma: 12.96, ",20200,NA,2088,[],TRUE,1342,960,1260,2418,2408,1334,1770,3516,2088,1302,2358,2978
179,10.7,112.98563,113.99291,[M-H]-,TRUE,,C4H2O4,"SmartFormula - mzdev: -0.0024 mSigma: Infinity, ",20000,NA,3778,[],TRUE,3802,3526,3414,3574,3860,3796,3392,4290,4026,4728,3778,3338
180,13.85,112.98563,113.9929,[M-H]-,TRUE,,C4H2O4,"SmartFormula - mzdev: -0.0024 mSigma: 22.53, ",20100,NA,3372,[],TRUE,3284,3026,3242,3302,3482,3144,3740,3890,4220,4038,4110,3286
181,16.37,112.98563,113.99291,[M-H]-,TRUE,,C4H2O4,"SmartFormula - mzdev: -0.0024 mSigma: 19.89, ",20100,NA,3948,[],TRUE,3948,3854,3396,3590,4174,3596,3756,4364,5120,4440,4062,4180
182,16.71,112.98563,113.9929,[M-H]-,TRUE,,C4H2O4,"SmartFormula - mzdev: -0.0024 mSigma: 16.44, ",20100,NA,4400,[],TRUE,4192,4482,4204,4802,3912,4526,4400,4986,4278,4184,4656,4490
183,17.91,112.98563,113.9929,[M-H]-,TRUE,,C4H2O4,"SmartFormula - mzdev: -0.0024 mSigma: 16.96, ",20100,NA,4638,[],TRUE,4234,4430,4638,4730,4726,4220,5182,4386,4712,5384,4186,5476
184,14.12,112.98564,113.99292,[M-H]-,TRUE,,C4H2O4,"SmartFormula - mzdev: -0.0024 mSigma: Infinity, ",20000,NA,3820,[],TRUE,3820,3244,2480,3122,4174,3924,4096,2960,3986,4936,3648,4080
185,16.95,112.98564,113.99291,[M-H]-,TRUE,,C4H2O4,"SmartFormula - mzdev: -0.0024 mSigma: 11.65, ",20200,NA,4602,[],TRUE,4174,4324,5082,4214,4376,5518,4636,5690,4602,5298,6038,4384
186,7.3,112.98566,113.99294,[M-H]-,TRUE,,C4H2O4,"SmartFormula - mzdev: -0.0024 mSigma: Infinity, ",20000,NA,2140,[],TRUE,1814,1654,1118,2464,2350,2044,1112,2746,2454,2140,1332,3836
187,10.21,112.98566,113.99293,[M-H]-,TRUE,,C4H2O4,"SmartFormula - mzdev: -0.0024 mSigma: 12.76, ",20200,NA,3564,[],TRUE,3318,3494,4296,3564,3296,4912,3458,3610,3536,3852,3572,4644
188,18.2,112.98566,113.99294,[M-H]-,TRUE,,C4H2O4,"SmartFormula - mzdev: -0.0024 mSigma: 8.64, ",20200,NA,4074,[],TRUE,3956,4074,4334,3590,3498,5406,3786,4872,4848,3900,5030,4256
189,4.22,112.98567,113.99295,[M-H]-,TRUE,,C4H2O4,"SmartFormula - mzdev: -0.0024 mSigma: 5.64, ",20200,NA,2024,[],TRUE,1770,2062,2024,1814,1818,3276,2192,2266,1662,2102,1984,2296
190,9.32,112.98567,113.99294,[M-H]-,TRUE,,C4H2O4,"SmartFormula - mzdev: -0.0024 mSigma: Infinity, ",20000,NA,3142,[],TRUE,3222,2954,5354,3008,4222,2740,3410,2954,3142,3100,3846,3470
191,6.14,112.98567,113.99295,[M-H]-,TRUE,,C4H2O4,"SmartFormula - mzdev: -0.0024 mSigma: Infinity, ",20000,NA,2206,[],TRUE,1176,1324,2486,2674,904,1736,3336,2958,1008,1956,3244,2862
192,11.25,112.98567,113.99295,[M-H]-,TRUE,,C4H2O4,"SmartFormula - mzdev: -0.0024 mSigma: 21.43, ",20100,NA,3910,[],TRUE,3910,3964,3878,5062,3812,4862,3842,4106,4340,3700,4122,3544
193,15.87,112.98568,113.99296,[M-H]-,TRUE,,C4H2O4,"SmartFormula - mzdev: -0.0024 mSigma: 10.85, ",20200,NA,3946,[],TRUE,3476,3598,3480,3306,3686,4108,4092,3472,5092,4412,3946,4144
194,10.93,112.98569,113.99296,[M-H]-,TRUE,,C4H2O4,"SmartFormula - mzdev: -0.0023 mSigma: Infinity, ",20000,NA,3854,[],TRUE,3332,3440,3766,3514,6098,3854,4786,4022,3496,4202,3980,4420
195,12.06,112.98569,113.99296,[M-H]-,TRUE,,C4H2O4,"SmartFormula - mzdev: -0.0023 mSigma: 10.88, ",20200,NA,3930,[],TRUE,3756,3628,4598,3836,4236,4856,3902,3930,4024,4264,4410,3658
196,13.52,112.98571,113.99298,[M-H]-,TRUE,,C4H2O4,"SmartFormula - mzdev: -0.0023 mSigma: 11.59, ",20200,NA,3624,[],TRUE,3624,3122,3320,3538,5288,3688,3472,3740,3870,3514,4146,4048
197,15.43,112.98579,113.99307,[M-H]-,TRUE,,C4H2O4,"SmartFormula - mzdev: -0.0022 mSigma: 11.87, ",20200,NA,3744,[],TRUE,2932,3186,7094,3754,3668,3850,3784,4058,3218,3744,4402,3742
198,18.12,114.93319,115.94046,[M-H]-,FALSE,,,,NA,NA,1122,[],TRUE,1270,768,1122,1028,1120,1228,1302,1236,1018,1116,1344,826
199,16.13,114.93393,115.94121,[M-H]-,FALSE,,,,NA,NA,942,[],TRUE,1308,1078,962,942,736,798,1060,1290,726,880,854,1072
200,17.32,114.93409,115.94136,[M-H]-,FALSE,,,,NA,NA,940,[],TRUE,716,1020,1004,1508,940,1136,896,818,902,1048,1102,858
201,16.71,114.9341,115.94138,[M-H]-,FALSE,,,,NA,NA,1042,[],TRUE,1086,1052,1456,838,762,1068,1072,1042,904,984,882,1212
202,18.46,114.9341,115.94137,[M-H]-,FALSE,,,,NA,NA,1046,[],TRUE,730,1232,1072,962,1426,1324,966,1046,834,910,1242,1084
203,18.83,114.93411,115.94138,[M-H]-,FALSE,,,,NA,NA,908,[],TRUE,802,794,908,726,822,1070,1132,742,1424,1278,1050,1158
204,19.46,114.93418,115.94145,[M-H]-,FALSE,,,,NA,NA,708,[],TRUE,782,592,602,650,770,774,804,598,616,1544,658,734
205,19.76,114.98905,115.99632,[M-H]-,FALSE,,,,NA,NA,592,[],TRUE,282,616,548,412,876,718,454,592,644,858,920,522
206,19.57,115.92045,116.92772,[M-H]-,TRUE,,,,NA,NA,780,[],TRUE,666,832,1020,720,956,780,752,692,680,896,834,778
207,19.28,115.92093,116.92821,[M-H]-,TRUE,,,,NA,NA,582,[],TRUE,666,510,502,636,582,578,668,1086,526,644,0,670
208,17.27,116.9256,117.93288,[M-H]-,TRUE,,,,NA,NA,13278,[],TRUE,12234,13910,13956,13146,14050,12918,13112,12102,14172,13278,13418,13858
212,14.44,116.92782,117.9351,[M-H]-,TRUE,,,,NA,NA,8526,[],TRUE,7608,8788,7828,8094,7958,8768,9116,7816,9112,8544,8726,8526
213,19.71,116.92827,117.93555,[M-H]-,TRUE,,,,NA,NA,10458,[],TRUE,10660,12862,13210,12790,3458,10352,9916,12472,10458,9610,11662,10314
215,16.05,116.92842,117.9357,[M-H]-,TRUE,,,,NA,NA,11428,[],TRUE,10634,11226,12732,0,11568,11698,11402,11428,11092,11834,13484,12836
216,19.36,116.92844,117.93572,[M-H]-,TRUE,,,,NA,NA,9168,[],TRUE,9168,8544,9968,9888,9464,9476,7186,9212,8684,9506,8432,9006
217,15.66,116.92845,117.93572,[M-H]-,TRUE,,,,NA,NA,10644,[],TRUE,10644,10614,10212,10630,11340,10312,11248,10702,11002,10824,10268,11886
218,13.7,116.92847,117.93575,[M-H]-,TRUE,,,,NA,NA,6530,[],TRUE,6744,5960,0,6352,7374,7104,6310,6752,6672,6478,6530,6930
219,13.94,116.92847,117.93575,[M-H]-,TRUE,,,,NA,NA,6814,[],TRUE,7160,7252,6814,7106,7590,6526,7072,6440,6636,7178,6798,6438
220,18.49,116.92848,117.93575,[M-H]-,TRUE,,,,NA,NA,12668,[],TRUE,12752,12250,13106,12518,13776,12668,12692,11976,12330,13634,12620,24726
221,15.27,116.9285,117.93578,[M-H]-,TRUE,,,,NA,NA,9814,[],TRUE,11354,10220,9446,10290,9746,9676,9814,9744,10586,9552,10790,10366
222,0.31,116.92852,117.93579,[M-H]-,TRUE,,,,NA,NA,962,[],TRUE,798,996,924,472,644,1118,962,952,988,1228,1560,1094
223,11.64,116.92853,117.93581,[M-H]-,TRUE,,,,NA,NA,2976,[],TRUE,3236,2658,3308,4140,3554,2644,2976,2628,3228,2296,3080,2764
224,18.87,116.92853,117.93581,[M-H]-,TRUE,,,,NA,NA,11610,[],TRUE,10652,11144,11220,13082,11526,11610,12036,11976,13346,12634,10948,11710
225,14.7,116.92854,117.93581,[M-H]-,TRUE,,,,NA,NA,8708,[],TRUE,8102,9196,8702,8446,9234,7870,8708,8844,9536,8872,8420,8998
226,19.19,116.92855,117.93583,[M-H]-,TRUE,,,,NA,NA,10040,[],TRUE,9776,10408,11186,10412,9582,11072,11134,10040,9808,10122,9818,0
227,14.88,116.92857,117.93585,[M-H]-,TRUE,,,,NA,NA,8702,[],TRUE,9036,8702,8682,10276,9170,8066,8514,8884,0,8710,9622,8606
228,15.08,116.92859,117.93586,[M-H]-,TRUE,,,,NA,NA,8950,[],TRUE,8832,8550,8824,9608,10178,9312,9146,0,8950,8896,9130,9454
229,7.43,116.92861,117.93588,[M-H]-,TRUE,,,,NA,NA,2200,[],TRUE,2534,2748,3028,2070,1936,2028,3438,2684,2200,2198,2578,1890
230,17.58,116.92861,117.93589,[M-H]-,FALSE,,,,NA,NA,13250,[],TRUE,12348,13630,13344,12010,14220,13218,20526,12858,13760,13250,13032,12906
231,19.02,116.92862,117.9359,[M-H]-,TRUE,,,,NA,NA,10512,[],TRUE,0,11460,10832,0,0,10966,0,0,11344,0,11316,11876
232,15.46,116.92863,117.9359,[M-H]-,TRUE,,,,NA,NA,9986,[],TRUE,10944,0,16700,0,11026,0,9976,10374,10198,11200,0,9986
233,11.01,117.92876,118.93604,[M-H]-,FALSE,,,,NA,NA,496,[],TRUE,534,554,596,420,426,702,468,408,532,482,458,614
234,6.85,117.92928,118.93656,[M-H]-,TRUE,,,,NA,NA,446,[],TRUE,600,0,488,408,560,398,562,0,458,428,708,446
235,0.31,117.93562,118.9429,[M-H]-,TRUE,,,,NA,NA,1000,[],TRUE,622,922,836,886,1326,1000,1414,1340,1468,960,1302,840
236,1.03,117.93564,118.94292,[M-H]-,TRUE,,,,NA,NA,650,[],TRUE,782,694,602,650,704,534,464,706,440,736,614,728
237,0.79,117.93568,118.94296,[M-H]-,TRUE,,,,NA,NA,796,[],TRUE,1084,768,796,1208,616,796,1022,1046,650,720,564,874
238,1.39,117.93568,118.94296,[M-H]-,TRUE,,,,NA,NA,552,[],TRUE,552,466,446,422,426,432,874,598,572,874,574,472
239,0.03,117.93581,118.94309,[M-H]-,FALSE,,,,NA,NA,802,[],TRUE,920,864,802,798,798,888,840,806,814,724,778,696
243,19.92,119.94657,241.90769,[M-H-H]2-,FALSE,,,,NA,NA,626,[],TRUE,0,882,552,626,0,642,514,0,0,648,762,820
244,15.25,119.94676,120.95404,[M-H]-,TRUE,,,,NA,NA,1428,[],TRUE,1816,1368,1282,1538,1384,1428,1494,1370,1374,1542,1548,1510
245,5.83,119.9469,120.95418,[M-H]-,TRUE,,,,NA,NA,472,[],TRUE,154,472,400,700,194,546,532,490,208,550,460,496
246,19.92,119.94692,120.95419,[M-H]-,FALSE,,,,NA,NA,706,[],TRUE,722,0,0,706,738,0,0,860,708,856,830,0
247,19.73,119.94695,120.95422,[M-H]-,TRUE,,,,NA,NA,1482,[],TRUE,1004,1186,1512,918,1998,1562,1494,1246,690,1482,1178,3500
248,16.19,119.94696,120.95424,[M-H]-,TRUE,,,,NA,NA,1626,[],TRUE,1346,1640,1408,1540,1934,1704,1886,2088,1508,1482,1626,1772
249,16.69,119.94698,120.95426,[M-H]-,TRUE,,,,NA,NA,1536,[],TRUE,1362,2426,1934,1220,1338,1940,1486,1576,1536,1642,1728,1412
250,14.51,119.94699,120.95427,[M-H]-,TRUE,,,,NA,NA,1532,[],TRUE,1308,1360,1430,1662,1516,1202,1532,1538,1982,1550,1602,1570
251,17.35,119.947,120.95428,[M-H]-,TRUE,,,,NA,NA,1590,[],TRUE,1590,1650,1778,1658,1466,1584,2346,1516,1574,2192,2048,1436
252,11.75,119.947,120.95427,[M-H]-,TRUE,,,,NA,NA,1152,[],TRUE,1364,1332,1164,1154,1298,2104,1128,1152,1148,1146,980,1138
253,13.48,119.94701,120.95429,[M-H]-,TRUE,,,,NA,NA,1406,[],TRUE,1200,1682,1444,1902,2880,1406,1174,1402,1356,1446,1616,1374
255,15.27,121.94383,122.95111,[M-H]-,TRUE,,,,NA,NA,572,[],TRUE,872,566,572,554,506,610,458,562,706,564,654,860
256,19.73,121.94401,122.95128,[M-H]-,TRUE,,,,NA,NA,456,[],TRUE,372,0,0,458,456,456,472,408,658,412,552,1066
257,16.66,121.94403,122.95131,[M-H]-,TRUE,,,,NA,NA,630,[],TRUE,664,560,644,586,698,904,646,630,590,492,688,570
258,12.69,121.94404,122.95132,[M-H]-,TRUE,,,,NA,NA,570,[],TRUE,654,540,498,488,442,564,864,570,838,582,534,736
259,13.44,121.94404,122.95132,[M-H]-,TRUE,,,,NA,NA,554,[],TRUE,818,468,902,906,656,524,668,450,750,504,554,518
260,18.66,121.94428,122.95156,[M-H]-,TRUE,,,,NA,NA,584,[],TRUE,556,584,932,676,460,700,476,626,524,714,578,746
261,10.93,121.94443,122.95171,[M-H]-,TRUE,,,,NA,NA,446,[],TRUE,406,464,590,418,760,422,482,0,404,398,446,494
262,6.29,125.09714,126.10442,[M-H]-,TRUE,,C8H14O,"SmartFormula - mzdev: -0.0000 mSigma: Infinity, ",20000,NA,720,[],TRUE,904,2166,496,720,692,1428,850,556,478,1956,764,450
263,4.9,125.0972,126.10448,[M-H]-,TRUE,,C8H14O,"SmartFormula - mzdev: 0.0000 mSigma: Infinity, ",20000,NA,516,[],TRUE,516,570,382,766,1026,702,428,904,496,434,540,116
264,19.98,125.873,126.88027,[M-H]-,TRUE,,,,NA,NA,1660,[],TRUE,1452,1748,1604,1486,1736,1306,1622,2410,1982,1834,1660,1508
265,1.37,125.87316,126.88044,[M-H]-,TRUE,,,,NA,NA,2528,[],TRUE,2778,2330,3206,2410,2528,3188,2200,2544,1752,2810,2242,2726
266,5.56,127.07666,128.08394,[M-H]-,FALSE,,C7H12O2,"SmartFormula - mzdev: 0.0002 mSigma: Infinity, ",20000,NA,418,[],TRUE,788,328,418,358,604,340,468,358,904,338,258,436
267,1.38,127.8704,128.87767,[M-H]-,TRUE,,,,NA,NA,1684,[],TRUE,1250,1964,1572,1772,1684,1784,1640,1628,1790,1962,1884,1424
268,19.99,127.87051,128.87779,[M-H]-,TRUE,,,,NA,NA,1368,[],TRUE,1400,1212,1366,1534,1010,1188,1448,1344,1576,1718,1082,1368
269,18.66,128.03513,129.04241,[M-H]-,TRUE,,C5H7NO3,"SmartFormula - mzdev: -0.0002 mSigma: Infinity, ",20000,NA,588,[],TRUE,794,628,558,632,588,646,512,874,534,616,484,538
270,18.49,128.03521,129.04249,[M-H]-,TRUE,,C5H7NO3,"SmartFormula - mzdev: -0.0001 mSigma: Infinity, ",20000,NA,568,[],TRUE,480,484,630,572,424,464,446,568,674,898,762,860
271,19.38,128.03534,129.04261,[M-H]-,TRUE,,C5H7NO3,"SmartFormula - mzdev: 0.0000 mSigma: Infinity, ",20000,NA,584,[],TRUE,616,606,632,776,508,546,546,580,650,474,602,530
272,18.97,128.03536,129.04263,[M-H]-,TRUE,,C5H7NO3,"SmartFormula - mzdev: 0.0000 mSigma: Infinity, ",20000,NA,588,[],TRUE,532,774,588,632,854,546,898,568,560,594,538,664
273,18.56,128.03538,258.0853,[M-H-H]2-,TRUE,,,,NA,NA,0,[],TRUE,734,0,768,572,408,0,0,0,0,0,462,0
274,18.25,128.03539,129.04267,[M-H]-,TRUE,,C5H7NO3,"SmartFormula - mzdev: 0.0001 mSigma: Infinity, ",20000,NA,510,[],TRUE,478,538,618,478,488,488,466,576,874,544,498,534
275,17.89,128.03557,129.04285,[M-H]-,FALSE,,C5H7NO3,"SmartFormula - mzdev: 0.0003 mSigma: Infinity, ",20000,NA,448,[],TRUE,0,398,608,432,432,460,482,448,466,374,776,484
276,19.81,128.8815,129.88878,[M-H]-,FALSE,,,,NA,NA,532,[],TRUE,520,492,532,368,430,676,428,616,544,738,598,542
277,11.72,129.97484,130.98211,[M-H]-,TRUE,,,,NA,NA,1512,[],TRUE,1290,2102,1512,1430,1396,2024,1380,1604,1664,1492,1668,1458
278,13.34,129.97553,130.98281,[M-H]-,TRUE,,,,NA,NA,1318,[],TRUE,1832,1306,1420,1780,1260,1494,1386,1176,1318,1246,1164,1010
279,19.73,129.97556,130.98283,[M-H]-,TRUE,,,,NA,NA,2454,[],TRUE,1658,2786,3342,3508,1692,3366,1856,2164,2554,2800,2454,1526
280,4.16,129.97566,130.98293,[M-H]-,TRUE,,,,NA,NA,598,[],TRUE,432,516,638,598,542,782,478,694,784,744,674,548
281,3.29,129.97573,130.98301,[M-H]-,TRUE,,,,NA,NA,494,[],TRUE,368,524,614,884,524,400,494,442,798,482,674,414
282,6.7,129.97574,130.98302,[M-H]-,TRUE,,,,NA,NA,510,[],TRUE,448,104,672,1058,458,146,510,976,470,0,662,840
283,4.87,129.97575,130.98302,[M-H]-,TRUE,,,,NA,NA,772,[],TRUE,862,992,878,646,676,856,814,772,690,576,600,824
284,6.1,129.97575,130.98302,[M-H]-,TRUE,,,,NA,NA,586,[],TRUE,114,0,774,820,230,364,874,1008,306,406,896,1076
285,11.98,129.97576,130.98304,[M-H]-,TRUE,,,,NA,NA,1514,[],TRUE,1514,1266,1874,1304,1710,1642,1356,1452,1358,2238,1548,2006
286,4.51,129.97577,130.98305,[M-H]-,TRUE,,,,NA,NA,684,[],TRUE,632,514,714,490,1028,534,904,864,720,672,684,910
287,5.33,129.97578,130.98305,[M-H]-,TRUE,,,,NA,NA,714,[],TRUE,302,460,888,546,378,714,864,1126,600,648,892,800
288,13.13,129.97578,130.98306,[M-H]-,TRUE,,,,NA,NA,1550,[],TRUE,1226,1246,1320,1684,2028,1386,1512,1562,1824,1630,1626,1280
289,2.73,129.97581,130.98308,[M-H]-,TRUE,,,,NA,NA,464,[],TRUE,438,434,452,652,726,448,422,510,464,486,532,1042
290,6.45,129.97581,130.98309,[M-H]-,TRUE,,,,NA,NA,506,[],TRUE,222,100,714,698,414,252,768,1158,506,368,476,810
291,12.7,129.97583,130.98311,[M-H]-,TRUE,,,,NA,NA,1542,[],TRUE,1244,1164,1536,1542,1332,1396,1864,1918,1770,1610,1928,1662
292,11.39,129.97584,130.98311,[M-H]-,TRUE,,,,NA,NA,1564,[],TRUE,1718,1564,2028,2124,1252,1594,1146,1382,1054,1852,1532,1676
293,13.52,129.97584,130.98312,[M-H]-,TRUE,,,,NA,NA,1442,[],TRUE,1480,1460,1110,1212,2174,1468,1442,1362,1432,1582,1578,1314
294,5.68,129.97586,130.98313,[M-H]-,TRUE,,,,NA,NA,732,[],TRUE,92,738,778,802,0,628,732,708,154,806,746,806
295,1.51,129.97588,261.96631,[M-H-H]2-,TRUE,,,,NA,NA,0,[],TRUE,0,0,0,0,0,0,0,0,718,672,784,656
296,1.58,129.97591,130.98319,[M-H]-,TRUE,,,,NA,NA,700,[],TRUE,630,890,440,700,564,886,588,868,774,734,668,758
297,19.82,130.87826,131.88554,[M-H]-,TRUE,,,,NA,NA,502,[],TRUE,472,412,480,872,966,654,460,574,524,552,502,424
298,19.98,130.96607,131.97335,[M-H]-,TRUE,,,,NA,NA,1028,[],TRUE,1064,706,1092,1234,1044,804,1288,1028,966,866,1194,888
299,0.61,130.96613,131.97341,[M-H]-,TRUE,,,,NA,NA,490,[],TRUE,428,478,736,454,552,558,652,718,786,420,490,358
300,19.71,132.90017,133.90744,[M-H]-,FALSE,,,,NA,NA,782,[],TRUE,876,726,912,788,734,772,688,854,782,652,842,928
301,19.71,134.89439,135.90167,[M-H]-,TRUE,,,,NA,NA,10032,[],TRUE,11116,7446,10738,10544,10634,10008,8310,10670,9924,9440,10678,10032
302,18.49,134.89457,135.90184,[M-H]-,FALSE,,,,NA,NA,2846,[],TRUE,2588,2806,2854,3092,2782,3094,2826,3402,2868,2742,2374,5582
303,19.92,134.89472,135.90199,[M-H]-,TRUE,,,,NA,NA,1230,[],TRUE,1230,1562,972,1334,1076,1250,974,1280,952,1418,1234,1104
304,0.31,134.98797,135.99524,[M-H]-,TRUE,,,,NA,NA,1012,[],TRUE,770,1476,1528,1108,1384,970,1168,1012,966,636,898,598
305,0.59,135.90169,136.90896,[M-H]-,TRUE,,,,NA,NA,634,[],TRUE,774,568,660,690,634,968,586,752,522,566,386,752
306,0.04,135.90193,273.81842,[M-H-H]2-,FALSE,,,,NA,NA,0,[],TRUE,0,0,0,0,0,712,0,0,0,880,672,0
307,0.02,135.90195,136.90923,[M-H]-,FALSE,,,,NA,NA,766,[],TRUE,766,710,852,854,872,808,758,756,798,0,708,844
308,1.37,135.90198,136.90926,[M-H]-,TRUE,,,,NA,NA,1366,[],TRUE,1062,1128,1652,1602,1846,1192,1744,1336,1554,1212,2032,1366
309,0.78,135.90215,136.90942,[M-H]-,TRUE,,,,NA,NA,628,[],TRUE,502,642,650,500,646,484,570,472,668,628,1464,740
310,19.71,136.89187,137.89915,[M-H]-,TRUE,,,,NA,NA,3756,[],TRUE,3880,3756,3638,5080,3510,3200,4008,3568,3790,3612,4164,4026
311,17.06,136.89247,137.89974,[M-H]-,TRUE,,,,NA,NA,462,[],TRUE,376,474,448,0,706,522,644,422,590,460,490,428
312,19.8,136.89375,137.90102,[M-H]-,TRUE,,,,NA,NA,858,[],TRUE,858,678,660,756,918,858,888,868,1000,1086,748,688
313,1.38,137.89909,138.90637,[M-H]-,FALSE,,,,NA,NA,548,[],TRUE,518,686,544,536,690,538,536,622,548,680,804,548
314,19.8,138.891,139.89828,[M-H]-,FALSE,,,,NA,NA,662,[],TRUE,474,768,810,678,662,574,552,686,662,382,656,712
315,19.07,142.9286,143.93588,[M-H]-,FALSE,,,,NA,NA,904,[],TRUE,1502,1134,808,648,868,710,888,904,1000,932,1044,1134
316,19.64,142.92861,143.93589,[M-H]-,FALSE,,,,NA,NA,1456,[],TRUE,1262,1640,1712,1406,1306,1556,1402,1456,1696,1364,1644,1542
317,19.46,142.92896,143.93624,[M-H]-,FALSE,,,,NA,NA,1206,[],TRUE,1388,1502,1188,1250,1542,1350,1160,1152,1206,1116,1110,1456
318,1.05,143.93529,144.94257,[M-H]-,FALSE,,,,NA,NA,598,[],TRUE,720,598,552,570,576,722,544,774,618,604,578,650
319,0.78,143.93534,144.94262,[M-H]-,FALSE,,,,NA,NA,912,[],TRUE,688,662,892,1114,946,1132,866,798,1118,700,912,1340
320,1.29,143.93534,144.94261,[M-H]-,FALSE,,,,NA,NA,592,[],TRUE,664,546,620,508,642,592,544,608,838,436,544,468
321,1.83,143.93535,144.94263,[M-H]-,TRUE,,,,NA,NA,564,[],TRUE,528,530,496,544,708,708,860,782,564,530,710,736
322,2.71,143.93536,144.94264,[M-H]-,FALSE,,,,NA,NA,496,[],TRUE,678,478,734,516,516,420,496,0,538,482,598,456
323,0.34,143.9354,144.94268,[M-H]-,TRUE,,,,NA,NA,932,[],TRUE,818,808,1352,694,1020,648,1672,1458,1024,932,1098,626
324,0.03,143.93547,144.94274,[M-H]-,FALSE,,,,NA,NA,864,[],TRUE,726,748,864,940,936,1078,716,920,752,968,754,908
325,19.66,144.92311,145.93038,[M-H]-,TRUE,,,,NA,NA,18448,[],TRUE,17534,18348,19684,17222,17936,18312,18448,19388,20592,19104,19526,18834
326,2.16,144.92327,145.93055,[M-H]-,FALSE,,,,NA,NA,508,[],TRUE,656,450,728,428,494,442,508,674,476,686,554,564
327,0.7,144.92335,145.93063,[M-H]-,TRUE,,,,NA,NA,556,[],TRUE,450,504,542,668,422,572,644,466,960,556,864,578
328,0.02,144.92339,145.93066,[M-H]-,FALSE,,,,NA,NA,578,[],TRUE,744,578,640,412,808,500,744,522,576,692,530,590
329,1.19,144.92341,145.93069,[M-H]-,TRUE,,,,NA,NA,540,[],TRUE,460,604,592,466,550,784,572,396,0,470,668,540
330,18.97,144.92343,145.93071,[M-H]-,TRUE,,,,NA,NA,11000,[],TRUE,9538,11000,11450,11120,13916,11568,10118,12394,10528,9116,10248,11214
331,18.4,144.92344,145.93072,[M-H]-,TRUE,,,,NA,NA,5732,[],TRUE,5344,5732,5146,6020,6482,5928,5386,5998,5582,6272,5932,5262
332,0.38,144.92349,145.93077,[M-H]-,TRUE,,,,NA,NA,488,[],TRUE,488,472,482,506,736,414,498,534,536,826,478,446
333,3.42,144.92351,145.93079,[M-H]-,FALSE,,,,NA,NA,448,[],TRUE,500,716,430,422,448,412,612,608,530,480,406,400
334,4.49,144.92351,145.93079,[M-H]-,FALSE,,,,NA,NA,424,[],TRUE,416,432,404,428,376,424,456,724,506,394,450,382
335,2.6,144.92362,145.93089,[M-H]-,TRUE,,,,NA,NA,542,[],TRUE,504,514,566,806,542,496,836,554,662,588,452,494
336,1,144.92364,145.93092,[M-H]-,FALSE,,,,NA,NA,484,[],TRUE,446,402,490,456,848,484,558,362,554,550,542,466
337,1.84,144.92374,145.93102,[M-H]-,TRUE,,,,NA,NA,464,[],TRUE,412,0,482,448,604,444,464,434,546,522,702,496
339,19.52,145.92378,146.93105,[M-H]-,TRUE,,,,NA,NA,2376,[],TRUE,2516,2178,2210,2456,2240,2824,2572,2310,2168,2376,2496,2728
340,19.98,145.93023,146.93751,[M-H]-,TRUE,,,,NA,NA,910,[],TRUE,910,1290,778,1010,826,822,1122,750,794,994,838,964
341,1.04,145.93035,146.93763,[M-H]-,TRUE,,,,NA,NA,6436,[],TRUE,5966,5902,6838,5620,6202,6790,7020,6442,6436,5942,6906,6458
342,0.58,145.93067,146.93795,[M-H]-,TRUE,,,,NA,NA,5930,[],TRUE,6914,6990,5678,5836,5608,5796,5794,5930,6550,7086,5946,6506
343,3.28,145.93069,146.93796,[M-H]-,TRUE,,,,NA,NA,3620,[],TRUE,3620,3662,3186,3290,4018,3664,3472,3584,3246,3680,5018,4140
